1;arms_factory;1470.00;10.60;248.00;-1.57;0
1;arms_factory;1469.00;10.20;276.00;-1.57;0
1;arms_factory;1431.00;11.30;270.00;-1.57;0
1;arms_factory;1452.00;10.70;289.00;-1.57;0
1;arms_factory;1485.00;9.80;299.00;-1.57;0
1;arms_factory;1473.00;10.50;230.00;-1.57;0
1;industrial_complex;1420.00;11.40;294.00;-1.57;0
1;industrial_complex;1474.00;10.00;299.00;-1.57;0
1;industrial_complex;1478.00;10.00;288.00;-1.57;0
1;industrial_complex;1453.00;10.90;306.00;-1.57;0
1;industrial_complex;1474.00;10.40;231.00;-1.57;0
1;industrial_complex;1475.00;10.10;301.00;-1.57;0
1;air_base;1410.00;11.80;302.00;-1.57;0
1;bunker;1496.00;9.80;285.00;-1.57;0
1;bunker;1470.00;10.10;271.00;-1.57;0
1;bunker;1471.00;10.30;239.00;-1.57;0
1;bunker;1480.00;9.80;281.00;-1.57;0
1;bunker;1452.00;10.50;243.00;-1.57;0
1;bunker;1478.00;10.00;291.00;-1.57;0
1;bunker;1498.00;9.80;245.00;-1.57;0
1;bunker;1452.00;10.50;273.00;-1.57;0
1;bunker;1470.00;10.40;230.00;-1.57;0
1;bunker;1493.00;9.70;262.00;-1.57;0
1;bunker;1469.00;10.20;281.00;-1.57;0
1;bunker;1470.00;10.20;302.00;-1.57;0
1;anti_air_building;1473.00;10.20;294.00;-1.57;0
1;anti_air_building;1467.00;10.50;250.00;-1.57;0
1;anti_air_building;1472.00;10.40;232.00;-1.57;0
1;synthetic_refinery;1444.00;11.00;255.00;-1.57;0
1;nuclear_reactor;1475.00;10.40;232.00;-1.57;0
1;rocket_site;1516.00;10.10;296.00;-1.57;0
1;radar_station;1450.00;10.70;265.00;-1.57;0
1;fuel_silo;1458.00;10.50;255.00;-1.57;0
2;supply_node;894.00;11.30;531.00;-1.57;0
2;supply_node;898.00;10.40;488.00;-1.57;0
2;supply_node;871.00;11.20;508.00;-1.57;0
2;supply_node;864.00;10.50;540.00;-1.57;0
2;supply_node;835.00;10.40;462.00;-1.57;0
2;supply_node;849.00;10.70;447.00;-1.57;0
2;supply_node;824.00;10.00;502.00;-1.57;0
2;supply_node;861.00;10.80;478.00;-1.57;0
2;supply_node;853.00;10.50;491.00;-1.57;0
2;supply_node;851.00;10.80;468.00;-1.57;0
2;arms_factory;874.00;11.30;506.00;-1.57;0
2;arms_factory;884.00;11.20;497.00;-1.57;0
2;arms_factory;842.00;10.20;515.00;-1.57;0
2;arms_factory;837.00;9.90;531.00;-1.57;0
2;arms_factory;849.00;10.60;481.00;-1.57;0
2;arms_factory;870.00;10.70;540.00;-1.57;0
2;industrial_complex;872.00;10.70;456.00;-1.57;0
2;industrial_complex;879.00;11.30;501.00;-1.57;0
2;industrial_complex;871.00;10.70;461.00;-1.57;0
2;industrial_complex;859.00;10.70;484.00;-1.57;0
2;industrial_complex;850.00;10.70;448.00;-1.57;0
2;industrial_complex;835.00;10.00;525.00;-1.57;0
2;air_base;886.00;11.10;498.00;-1.57;0
2;bunker;831.00;9.90;527.00;-1.57;0
2;bunker;893.00;10.30;472.00;-1.57;0
2;bunker;862.00;10.80;470.00;-1.57;0
2;bunker;831.00;10.20;478.00;-1.57;0
2;bunker;872.00;10.80;537.00;-1.57;0
2;bunker;846.00;10.60;481.00;-1.57;0
2;bunker;897.00;10.80;522.00;-1.57;0
2;bunker;876.00;10.70;455.00;-1.57;0
2;bunker;890.00;11.30;527.00;-1.57;0
2;bunker;858.00;10.60;489.00;-1.57;0
2;bunker;876.00;10.80;470.00;-1.57;0
2;bunker;882.00;11.20;493.00;-1.57;0
2;anti_air_building;860.00;10.20;544.00;-1.57;0
2;anti_air_building;844.00;10.70;472.00;-1.57;0
2;anti_air_building;841.00;10.10;519.00;-1.57;0
2;synthetic_refinery;892.00;10.40;463.00;-1.57;0
2;nuclear_reactor;897.00;11.50;537.00;-1.57;0
2;rocket_site;904.00;10.70;518.00;-1.57;0
2;radar_station;853.00;10.60;510.00;-1.57;0
2;fuel_silo;904.00;11.10;527.00;-1.57;0
3;supply_node;2833.00;20.70;80.00;-1.57;0
3;supply_node;2812.00;17.90;17.00;-1.57;0
3;supply_node;2870.00;17.50;55.00;-1.57;0
3;supply_node;2820.00;18.70;8.00;-1.57;0
3;supply_node;2809.00;18.50;16.00;-1.57;0
3;supply_node;2841.00;15.80;1.00;-1.57;0
3;supply_node;2810.00;20.20;51.00;-1.57;0
3;supply_node;2848.00;20.00;64.00;-1.57;0
3;supply_node;2798.00;19.90;45.00;-1.57;0
3;arms_factory;2797.00;20.80;19.00;-1.57;0
3;arms_factory;2845.00;20.30;70.00;-1.57;0
3;arms_factory;2857.00;19.70;67.00;-1.57;0
3;arms_factory;2843.00;15.70;2.00;-1.57;0
3;arms_factory;2839.00;20.40;61.00;-1.57;0
3;arms_factory;2836.00;16.50;3.00;-1.57;0
3;industrial_complex;2814.00;21.90;58.00;-1.57;0
3;industrial_complex;2827.00;18.40;8.00;-1.57;0
3;industrial_complex;2820.00;17.00;18.00;-1.57;0
3;industrial_complex;2858.00;19.80;66.00;-1.57;0
3;industrial_complex;2827.00;20.50;54.00;-1.57;0
3;industrial_complex;2841.00;15.80;1.00;-1.57;0
3;air_base;2830.00;17.60;36.00;-1.57;0
3;bunker;2821.00;17.60;42.00;-1.57;0
3;bunker;2860.00;19.10;47.00;-1.57;0
3;bunker;2846.00;19.50;41.00;-1.57;0
3;bunker;2856.00;16.00;6.00;-1.57;0
3;bunker;2783.00;20.60;10.00;-1.57;0
3;bunker;2833.00;17.10;11.00;-1.57;0
3;bunker;2808.00;18.50;44.00;-1.57;0
3;bunker;2825.00;18.90;5.00;-1.57;0
3;bunker;2872.00;16.70;15.00;-1.57;0
3;bunker;2840.00;15.90;1.00;-1.57;0
3;anti_air_building;2849.00;18.80;33.00;-1.57;0
3;anti_air_building;2843.00;19.00;45.00;-1.57;0
3;anti_air_building;2800.00;19.50;45.00;-1.57;0
3;synthetic_refinery;2816.00;17.30;18.00;-1.57;0
3;nuclear_reactor;2819.00;17.70;13.00;-1.57;0
3;rocket_site;2835.00;16.90;16.00;-1.57;0
3;radar_station;2841.00;20.40;63.00;-1.57;0
3;fuel_silo;2857.00;20.20;73.00;-1.57;0
4;supply_node;1438.00;11.90;1057.00;-1.57;0
4;supply_node;1422.00;11.50;985.00;-1.57;0
4;supply_node;1399.00;11.40;1027.00;-1.57;0
4;supply_node;1442.00;10.90;1031.00;-1.57;0
4;supply_node;1436.00;11.40;1004.00;-1.57;0
4;supply_node;1448.00;10.90;999.00;-1.57;0
4;supply_node;1369.00;10.70;988.00;-1.57;0
4;supply_node;1458.00;10.70;1030.00;-1.57;0
4;supply_node;1422.00;11.20;1001.00;-1.57;0
4;supply_node;1452.00;11.40;978.00;-1.57;0
4;supply_node;1468.00;10.20;998.00;-1.57;0
4;supply_node;1427.00;11.50;967.00;-1.57;0
4;supply_node;1394.00;11.20;1011.00;-1.57;0
4;arms_factory;1424.00;11.70;977.00;-1.57;0
4;arms_factory;1393.00;11.30;1012.00;-1.57;0
4;arms_factory;1419.00;11.50;951.00;-1.57;0
4;arms_factory;1446.00;12.10;1069.00;-1.57;0
4;arms_factory;1442.00;11.10;1020.00;-1.57;0
4;arms_factory;1386.00;10.80;1010.00;-1.57;0
4;industrial_complex;1462.00;10.50;1010.00;-1.57;0
4;industrial_complex;1458.00;11.00;977.00;-1.57;0
4;industrial_complex;1464.00;10.90;975.00;-1.57;0
4;industrial_complex;1450.00;10.80;992.00;-1.57;0
4;industrial_complex;1451.00;10.80;1001.00;-1.57;0
4;industrial_complex;1368.00;10.50;996.00;-1.57;0
4;air_base;1416.00;11.20;986.00;-1.57;0
4;bunker;1403.00;11.40;1016.00;-1.57;0
4;bunker;1452.00;10.70;1004.00;-1.57;0
4;bunker;1453.00;10.70;994.00;-1.57;0
4;bunker;1416.00;11.50;977.00;-1.57;0
4;bunker;1433.00;11.50;1009.00;-1.57;0
4;bunker;1418.00;11.50;1048.00;-1.57;0
4;bunker;1409.00;10.80;1007.00;-1.57;0
4;bunker;1473.00;10.30;996.00;-1.57;0
4;bunker;1418.00;11.00;1038.00;-1.57;0
4;bunker;1439.00;11.00;1040.00;-1.57;0
4;bunker;1455.00;10.70;1027.00;-1.57;0
4;bunker;1421.00;11.30;1005.00;-1.57;0
4;anti_air_building;1394.00;11.30;968.00;-1.57;0
4;anti_air_building;1436.00;10.90;1032.00;-1.57;0
4;anti_air_building;1399.00;11.00;1009.00;-1.57;0
4;synthetic_refinery;1427.00;11.40;1007.00;-1.57;0
4;nuclear_reactor;1447.00;10.90;997.00;-1.57;0
4;rocket_site;1446.00;10.90;994.00;-1.57;0
4;radar_station;1468.00;10.40;1033.00;-1.57;0
4;fuel_silo;1397.00;11.00;1009.00;-1.57;0
5;supply_node;398.00;20.30;1750.00;-1.57;0
5;supply_node;358.00;21.50;1752.00;-1.57;0
5;supply_node;389.00;21.30;1822.00;-1.57;0
5;supply_node;387.00;23.50;1774.00;-1.57;0
5;supply_node;366.00;24.40;1779.00;-1.57;0
5;supply_node;383.00;22.30;1805.00;-1.57;0
5;supply_node;353.00;21.70;1787.00;-1.57;0
5;supply_node;349.00;21.50;1815.00;-1.57;0
5;supply_node;377.00;21.40;1757.00;-1.57;0
5;supply_node;389.00;21.40;1811.00;-1.57;0
5;supply_node;395.00;21.00;1828.00;-1.57;0
5;supply_node;416.00;21.10;1788.00;-1.57;0
5;supply_node;391.00;20.60;1800.00;-1.57;0
5;arms_factory;333.00;19.80;1792.00;-1.57;0
5;arms_factory;395.00;20.60;1797.00;-1.57;0
5;arms_factory;376.00;23.60;1765.00;-1.57;0
5;arms_factory;404.00;21.60;1780.00;-1.57;0
5;arms_factory;370.00;21.90;1818.00;-1.57;0
5;arms_factory;346.00;20.10;1790.00;-1.57;0
5;industrial_complex;386.00;23.40;1771.00;-1.57;0
5;industrial_complex;370.00;22.30;1759.00;-1.57;0
5;industrial_complex;383.00;21.10;1755.00;-1.57;0
5;industrial_complex;356.00;23.60;1766.00;-1.57;0
5;industrial_complex;354.00;21.70;1789.00;-1.57;0
5;industrial_complex;379.00;21.80;1758.00;-1.57;0
5;air_base;397.00;21.40;1762.00;-1.57;0
5;bunker;361.00;21.70;1753.00;-1.57;0
5;bunker;378.00;22.40;1761.00;-1.57;0
5;bunker;364.00;22.70;1800.00;-1.57;0
5;bunker;368.00;24.30;1782.00;-1.57;0
5;bunker;376.00;19.50;1742.00;-1.57;0
5;bunker;356.00;22.40;1801.00;-1.57;0
5;bunker;389.00;21.20;1834.00;-1.57;0
5;bunker;408.00;18.80;1753.00;-1.57;0
